mean,std,rms,max_amplitude,min_amplitude,peak_to_peak,zero_crossing_rate,dominant_freq,spectral_centroid,spectral_bandwidth,low_freq_energy,high_freq_energy,signal_power,label
-2.327027459614328e-16,0.8190542718911455,0.8190542718911454,1.1583176596280784,-1.1583176596280784,2.316635319256157,0.5002501250625313,1000.0,1000.0,5.565109341190349e-11,1.0379222415781156e-27,0.0,0.6708499003031344,CLEAN
7.727152251391089e-17,1.3883571616725485,1.3883571616725485,1.963433527455134,-1.963433527455134,3.926867054910268,0.025003125390673835,200.0,200.0,1.1686049706730114e-10,1.0,4.412993321186596e-28,1.9275356083674553,CLEAN
-2.9548585800398544e-16,0.5607221498944823,0.5607221498944823,0.9578832472996255,-0.957883247299867,1.9157664945994926,0.18752344043005376,1500.0,1928.5714285714307,820.6518066482918,5.995209254643028e-28,0.23809523809523894,0.31440932938229027,CLEAN
1.1546319456101628e-16,1.1874318351489959,1.1874318351489959,2.028493189386948,-2.0284931893868716,4.05698637877382,0.05001250312578145,200.0,257.14285714285705,109.42024088643855,0.7619047619047622,4.889987979219803e-28,1.4099943631253122,CLEAN
-4.485301019485633e-17,0.6811728997488882,0.6811728997488882,1.1636496066843354,-1.1636496066844222,2.3272992133687573,0.06250781347668459,500.0,642.8571428571421,273.55060221609574,7.498772513663342e-29,5.8769715213272646e-27,0.46399651935230884,CLEAN
-2.716049607442983e-15,1.1726062647365603,1.1726062647365603,2.003166625183457,-2.0031666251839617,4.006333250367419,0.7503751875937968,1500.0,1357.1428571428557,273.55060221609875,4.7882386826662305e-27,0.0,1.375005452099428,CLEAN
-1.0702549957386509e-16,1.58457920475552,1.58457920475552,2.7069411731642328,-2.706941173164435,5.413882346328668,0.06250781347668459,500.0,642.8571428571421,273.5506022160958,7.500394383420898e-29,5.877186827035621e-27,2.510891256143636,CLEAN
1.5258139926639794e-16,0.8485857705796407,0.8485857705796407,1.2000129912157227,-1.2000129912157174,2.40002598243144,0.13606676342525398,1500.0,1500.0,8.732036373219144e-10,3.201818279949567e-28,2.1371163529422637e-26,0.7200978100302425,CLEAN
-1.7763568394002505e-18,1.0780362106734427,1.0780362106734427,1.524573429863682,-1.524573429863682,3.049146859727364,0.012501562695336917,100.0,100.0,5.922228413458292e-11,1.0,1.1111316073678128e-28,1.1621620715231555,CLEAN
2.8357261109700145e-17,0.7464852460337198,0.7464852460337198,1.0556828622366101,-1.0556828622366112,2.111365724473221,0.045355587808417995,500.0,500.0,3.6796394906442286e-10,4.1848051661968607e-29,3.067959746616114e-27,0.5572402225460232,CLEAN
8.378281691502316e-18,0.49135595676028804,0.49135595676028804,0.6948778499853672,-0.6948778499853672,1.3897556999707343,0.018142235123367198,200.0,199.99999999999997,1.5278247126718446e-10,1.0,4.324583501820416e-28,0.24143067624381806,CLEAN
-5.044853423896711e-16,0.9362465871548054,0.9362465871548054,1.599392714102199,-1.5993927141023185,3.1987854282045176,0.25012506253126565,500.0,642.8571428571425,273.55060221609614,5.846996155363535e-28,0.0,0.8765576719590206,CLEAN
-3.630429290524262e-16,0.6848682460998351,0.6848682460998351,0.9685499620730615,-0.9685499620730615,1.937099924146123,0.18752344043005376,1500.0,1500.0,6.949285583421125e-10,1.8594061891626668e-28,2.5081046536788142e-26,0.4690445145158643,CLEAN
-1.6871764756262786e-15,0.6593715268368775,0.6593715268368775,0.9324862405881161,-0.9324862405881186,1.8649724811762347,0.18142235123367198,2000.0,1999.9999999999998,1.1459719999231497e-09,2.5588084473910096e-27,1.0,0.43477081040319504,CLEAN
7.993605777301126e-18,0.6479625230991148,0.6479625230991148,1.1098526697781337,-1.109852669778116,2.2197053395562496,0.012501562695336917,100.0,128.57142857142853,54.71012044321928,0.9523809523809524,2.144665059781492e-28,0.419855431340971,CLEAN
5.771306838830578e-15,1.2619201627202188,1.261920162720219,2.1607300123385316,-2.1607300123388367,4.321460024677368,0.13606676342525398,1500.0,1928.5714285714303,820.6518066482919,3.8465834881057033e-28,0.2380952380952386,1.592442497079824,CLEAN
2.6867397195928787e-17,0.9567945251909307,0.9567945251909307,1.3531117939293407,-1.3531117939293407,2.7062235878586813,0.06250781347668459,500.0,500.0,2.572399137435134e-10,6.166735424809671e-29,3.0416987229394287e-27,0.9154557634353384,CLEAN
-5.115907697472721e-16,0.9774936104037428,0.9774936104037428,1.6698551215147954,-1.66985512151492,3.3397102430297156,0.25012506253126565,500.0,642.8571428571425,273.55060221609614,5.84865791906311e-28,0.0,0.9554937583801443,CLEAN
-2.9665159217984184e-16,1.0267738329169,1.0267738329169,1.4520774800008862,-1.4520774800008862,2.9041549600017724,0.5002501250625313,1000.0,999.9999999999999,5.5651210605046e-11,1.0378960972600555e-27,0.0,1.0542645039628622,CLEAN
-2.0491941477018827e-16,0.38624064029998634,0.38624064029998634,0.546226751851909,-0.546226751851909,1.092453503703818,0.18752344043005376,1500.0,1500.0,6.949318630639733e-10,1.8605082789182907e-28,2.508050677967176e-26,0.14918183221934345,CLEAN
9.667248105579594e-18,0.7868634520232237,0.7868634520232237,1.112785906533153,-1.112785906533153,2.225571813066306,0.018142235123367198,200.0,200.0,1.5272199357685505e-10,1.0,4.32228895550848e-28,0.6191540921299041,CLEAN
-1.474376176702208e-16,0.6520060778414,0.6520060778414001,0.9220758380329948,-0.9220758380329948,1.8441516760659895,0.7503751875937968,1500.0,1500.0000000000002,1.2605451456368205e-10,8.569026067610502e-28,0.0,0.42511192554212585,CLEAN
-3.019806626980426e-16,1.081917719900464,1.081917719900464,1.8482431254842526,-1.8482431254845735,3.6964862509688263,0.25006251562890724,1000.0,1285.7142857142858,547.1012044321927,2.0959176586221173e-27,0.2380952380952381,1.170545952634619,CLEAN
3.3306690738754695e-17,1.2169523916254257,1.2169523916254257,1.721030576999052,-1.721030576999052,3.442061153998104,0.06250781347668459,500.0,500.0,2.572392209485428e-10,6.167232593637954e-29,3.041508059970572e-27,1.4809731234828434,CLEAN
-1.509903313490213e-17,0.5144669504254786,0.5144669504254786,0.8794949052151486,-0.8794949052151371,1.7589898104302857,0.025006251562890724,100.0,128.57142857142853,54.710120443219274,0.9523809523809527,1.1982601418265373e-28,0.26467624308009186,CLEAN
2.1871393585115585e-17,0.8849916278237887,0.8849916278237887,1.2515671626550453,-1.2515671626550453,2.5031343253100906,0.37509377344336087,1500.0,1499.9999999999998,2.0277735711587478e-10,4.832751042824791e-28,1.2520055682144817e-26,0.7832101813181994,CLEAN
2.1871393585115585e-17,0.82677358248427,0.82677358248427,1.1692344133610462,-1.1692344133610462,2.3384688267220923,0.37509377344336087,1500.0,1500.0000000000002,2.0277922144481933e-10,4.833512705482739e-28,1.2520637142641597e-26,0.6835545566938741,CLEAN
-6.632472349110685e-16,0.8446988643524708,0.8446988643524708,1.4430014782339373,-1.443001478234301,2.8860029564682383,0.37509377344336087,1500.0,1880.9523809523841,688.4205854667147,1.0193070426124672e-27,0.23809523809524016,0.7135161714383538,CLEAN
-4.4408920985006264e-17,1.3737999327089707,1.3737999327089707,1.9428464968242718,-1.9428464968242718,3.8856929936485436,0.025006251562890724,100.0,100.0,2.5573537159356615e-11,1.0,6.095822665787524e-29,1.8873262551111725,CLEAN
4.218847493575595e-17,1.3815201734758549,1.3815201734758549,1.9537645660215859,-1.9537645660215859,3.9075291320431718,0.06250781347668459,500.0,500.0,2.5722475984646414e-10,6.168726419282671e-29,3.0413742470813708e-27,1.9085979897207563,CLEAN
2.1649348980190553e-17,0.8301732386483428,0.8301732386483428,1.1740422532156831,-1.1740422532156831,2.3480845064313662,0.37509377344336087,1500.0,1500.0,2.0277614693346676e-10,4.835648042232001e-28,1.2520594715140364e-26,0.6891876061678783,CLEAN
-5.258016244624741e-16,0.9588777844431207,0.9588777844431208,1.6380536529520153,-1.6380536529521375,3.2761073059041528,0.25012506253126565,500.0,642.8571428571424,273.5506022160961,5.8485114765298376e-28,0.0,0.919446605498548,CLEAN
5.595524044110789e-17,0.9679085180854192,0.9679085180854192,1.368829353412844,-1.368829353412844,2.737658706825688,0.025003125390673835,200.0,200.0,1.1685330171699556e-10,1.0,4.412190249927494e-28,0.9368468993823122,CLEAN
7.733798484463675e-18,1.2792937048307527,1.2792937048307527,2.191239629086761,-2.1912396290867435,4.382479258173504,0.009071117561683599,100.0,128.57142857142856,54.7101204432193,0.9523809523809526,1.9704182687489949e-28,1.6365923832195928,CLEAN
-3.232969447708456e-16,1.1148064459611424,1.1148064459611424,1.9044270299804058,-1.9044270299807367,3.8088540599611425,0.25006251562890724,1000.0,1285.7142857142856,547.1012044321927,2.0961585976799465e-27,0.23809523809523808,1.2427934119565134,CLEAN
-1.1457501614131616e-16,0.39769188739010397,0.39769188739010397,0.5624212607928387,-0.5624212607928387,1.1248425215856774,0.5002501250625313,1000.0,1000.0000000000001,5.5651211949689814e-11,1.0379605456737304e-27,0.0,0.15815883729590313,CLEAN
-4.725109192804666e-16,0.5068444415822743,0.5068444415822743,0.7167862832990703,-0.7167862832990703,1.4335725665981407,0.10005002501250625,200.0,200.0,2.5457805175845907e-11,1.0,0.0,0.2568912879628474,CLEAN
-7.086553566182374e-16,1.334791454267776,1.334791454267776,1.887680177565196,-1.887680177565196,3.775360355130392,0.18752344043005376,1500.0,1500.0,6.949265766291166e-10,1.8603817658353841e-28,2.508011304050502e-26,1.781668226386284,CLEAN
2.5979218776228665e-17,0.9803139172953105,0.9803139172953105,1.3863732372221251,-1.3863732372221251,2.7727464744442503,0.12503125781445362,500.0,500.0,1.2481642285265287e-10,9.08387852662018e-29,2.0203534133989386e-27,0.9610153764428768,CLEAN
4.5436066096224094e-17,1.1837694711866797,1.1837694711866797,1.6740922211263938,-1.6740922211263953,3.348184442252789,0.045355587808417995,500.0,499.99999999999994,3.6794748347509055e-10,4.1884353586610926e-29,3.0677597402860166e-27,1.4013101609135916,CLEAN
2.3536728122053318e-17,0.8740267555188994,0.8740267555188994,1.2360604915317814,-1.2360604915317814,2.472120983063563,0.12503125781445362,500.0,500.0,1.2481287820478748e-10,9.08840222823918e-29,2.0201894973840503e-27,0.763922769362894,CLEAN
3.586020369539256e-17,0.6367238432693532,0.6367238432693532,0.9004634946378404,-0.9004634946378404,1.8009269892756807,0.12501562695336918,1000.0,1000.0,4.668034937354995e-10,7.834519525064509e-29,1.2101557121429521e-26,0.40541725258769584,CLEAN
4.6074255521943994e-17,0.8190892954765566,0.8190892954765566,1.15836719045757,-1.15836719045757,2.31673438091514,0.12501562695336918,1000.0,1000.0000000000001,4.668034336761309e-10,7.831567425001654e-29,1.210144802079784e-26,0.670907273964282,CLEAN
-2.5779328281545586e-18,0.5754684147107271,0.5754684147107271,0.9856917069475502,-0.9856917069475422,1.9713834138950923,0.009071117561683599,100.0,128.57142857142858,54.71012044321932,0.9523809523809526,1.96998622710423e-28,0.33116389632967735,CLEAN
-3.552713678800501e-17,1.0665716831541634,1.0665716831541634,1.5083601395597175,-1.5083601395597175,3.016720279119435,0.025006251562890724,100.0,100.0,2.558700603765829e-11,1.0,6.098530282288249e-29,1.1375751553063052,CLEAN
-7.064349105689872e-16,1.3390597468254701,1.3390597468254701,2.287519583199575,-2.287519583200152,4.575039166399726,0.18752344043005376,1500.0,1928.5714285714303,820.6518066482915,5.993836335360273e-28,0.2380952380952389,1.7930810055682924,CLEAN
-4.4275694222051243e-16,0.5977322017219563,0.5977322017219564,0.8453209863423212,-0.8453209863423212,1.6906419726846424,0.25003125390673836,2000.0,2000.0,7.790709384488759e-10,1.2878441640540647e-27,1.0,0.35728378497537755,CLEAN
6.750155989720952e-17,1.2336783220852328,1.2336783220852328,1.7446846146986197,-1.7446846146986197,3.4893692293972394,0.12501562695336918,1000.0,1000.0,4.668042437053689e-10,7.834408803554195e-29,1.2101625126374012e-26,1.521962202383035,CLEAN
-1.546759696892735e-16,1.5629513982348777,1.5629513982348777,2.6771030211565314,-2.677103021156423,5.3542060423129545,0.018142235123367198,200.0,257.1428571428571,109.42024088643859,0.7619047619047621,8.17194062274752e-28,2.4428170732443593,CLEAN
